time,value
2021-06-27 14:11:53.432213+00:00,0.3691800531
2021-06-27 14:11:53.451766+00:00,0.3666352225
2021-06-27 14:11:53.471291+00:00,0.3681208356
2021-06-27 14:11:53.490848+00:00,0.3596772748
2021-06-27 14:11:53.510403+00:00,0.3635625872
2021-06-27 14:11:53.529958+00:00,0.3616721643
2021-06-27 14:11:53.549534+00:00,0.3559373282
2021-06-27 14:11:53.569051+00:00,0.3611581604
2021-06-27 14:11:53.588589+00:00,0.3574264982
2021-06-27 14:11:53.608141+00:00,0.3507229414
2021-06-27 14:11:53.627662+00:00,0.3556413086
2021-06-27 14:11:53.647457+00:00,0.3460780461
2021-06-27 14:11:53.666988+00:00,0.3499850757
2021-06-27 14:11:53.686535+00:00,0.3479719362
2021-06-27 14:11:53.706125+00:00,0.346201799
2021-06-27 14:11:53.725697+00:00,0.3455615777
2021-06-27 14:11:53.745218+00:00,0.3359262002
2021-06-27 14:11:53.764759+00:00,0.3427914223
2021-06-27 14:11:53.784294+00:00,0.3488144601
2021-06-27 14:11:53.803835+00:00,0.3446467328
2021-06-27 14:11:53.823367+00:00,0.344218806
2021-06-27 14:11:53.842901+00:00,0.3524255235
2021-06-27 14:11:53.862492+00:00,0.3471826971
2021-06-27 14:11:53.882056+00:00,0.3555133989
2021-06-27 14:11:53.901635+00:00,0.3492582781
2021-06-27 14:11:53.921166+00:00,0.3480259772
2021-06-27 14:11:53.940707+00:00,0.3511015506
2021-06-27 14:11:53.960233+00:00,0.3620051066
2021-06-27 14:11:53.979860+00:00,0.3546083377
2021-06-27 14:11:53.999384+00:00,0.3543944802
2021-06-27 14:11:54.018929+00:00,0.3525462143
2021-06-27 14:11:54.038441+00:00,0.3488146849
2021-06-27 14:11:54.057994+00:00,0.3589786462
2021-06-27 14:11:54.077642+00:00,0.3554518668
2021-06-27 14:11:54.097103+00:00,0.3534412506
2021-06-27 14:11:54.116672+00:00,0.3617121834
2021-06-27 14:11:54.136189+00:00,0.3634814961
2021-06-27 14:11:54.155725+00:00,0.3620224319
2021-06-27 14:11:54.175304+00:00,0.3668524161
2021-06-27 14:11:54.194835+00:00,0.3663552303
2021-06-27 14:11:54.214369+00:00,0.3655595705
2021-06-27 14:11:54.234131+00:00,0.3617550696
2021-06-27 14:11:54.253715+00:00,0.3670630736
2021-06-27 14:11:54.273227+00:00,0.3602161368
2021-06-27 14:11:54.292750+00:00,0.3624427226
2021-06-27 14:11:54.312298+00:00,0.3591270984
2021-06-27 14:11:54.331840+00:00,0.3589421719
2021-06-27 14:11:54.351366+00:00,0.3654467173
2021-06-27 14:11:54.370902+00:00,0.3618422082
2021-06-27 14:11:54.390539+00:00,0.3552032314
2021-06-27 14:11:54.410081+00:00,0.35265183
2021-06-27 14:11:54.429662+00:00,0.3519971699
2021-06-27 14:11:54.449169+00:00,0.3530626522
2021-06-27 14:11:54.468706+00:00,0.3506497529
2021-06-27 14:11:54.488250+00:00,0.3560070623
2021-06-27 14:11:54.507818+00:00,0.3478445871
2021-06-27 14:11:54.527349+00:00,0.3511676124
2021-06-27 14:11:54.546882+00:00,0.3500185355
2021-06-27 14:11:54.566432+00:00,0.3491490536
2021-06-27 14:11:54.586102+00:00,0.3478284715
2021-06-27 14:11:54.605654+00:00,0.3447279617
2021-06-27 14:11:54.625151+00:00,0.3431740701
2021-06-27 14:11:54.644766+00:00,0.3482821282
2021-06-27 14:11:54.664290+00:00,0.3396937509
2021-06-27 14:11:54.683820+00:00,0.3452625378
2021-06-27 14:11:54.703355+00:00,0.3415851677
2021-06-27 14:11:54.722904+00:00,0.3442641561
2021-06-27 14:11:54.742430+00:00,0.3523110779
2021-06-27 14:11:54.762008+00:00,0.3451882767
2021-06-27 14:11:54.781574+00:00,0.3460760922
2021-06-27 14:11:54.801063+00:00,0.3481334428
2021-06-27 14:11:54.820615+00:00,0.344874478
2021-06-27 14:11:54.840134+00:00,0.3481181006
2021-06-27 14:11:54.859683+00:00,0.350037798
2021-06-27 14:11:54.879218+00:00,0.3495845414
2021-06-27 14:11:54.898765+00:00,0.3643887232
2021-06-27 14:11:54.918303+00:00,0.3620127677
2021-06-27 14:11:54.937890+00:00,0.3606711671
2021-06-27 14:11:54.957417+00:00,0.359803677
2021-06-27 14:11:54.976950+00:00,0.3677879139
2021-06-27 14:11:54.996632+00:00,0.3486256095
2021-06-27 14:11:55.016149+00:00,0.3579826828
2021-06-27 14:11:55.035677+00:00,0.3561983824
2021-06-27 14:11:55.055222+00:00,0.3598721717
2021-06-27 14:11:55.074765+00:00,0.3612230884
2021-06-27 14:11:55.094299+00:00,0.3645329829
2021-06-27 14:11:55.113924+00:00,0.3784923238
2021-06-27 14:11:55.133439+00:00,0.3627002834
2021-06-27 14:11:55.153025+00:00,0.365261744
2021-06-27 14:11:55.172548+00:00,0.3616298915
2021-06-27 14:11:55.192053+00:00,0.3510922557
2021-06-27 14:11:55.211593+00:00,0.3577149312
2021-06-27 14:11:55.231352+00:00,0.3569104437
2021-06-27 14:11:55.251005+00:00,0.3647386122
2021-06-27 14:11:55.270547+00:00,0.3592648511
2021-06-27 14:11:55.290122+00:00,0.3654724871
2021-06-27 14:11:55.309696+00:00,0.3610673012
2021-06-27 14:11:55.329214+00:00,0.3580610507
2021-06-27 14:11:55.348776+00:00,0.3636415042
2021-06-27 14:11:55.368378+00:00,0.3534656775
2021-06-27 14:11:55.387838+00:00,0.3581311374
2021-06-27 14:11:55.407387+00:00,0.356975458
2021-06-27 14:11:55.426917+00:00,0.3514144738
2021-06-27 14:11:55.446471+00:00,0.3536665746
2021-06-27 14:11:55.466043+00:00,0.3526470224
2021-06-27 14:11:55.485630+00:00,0.354194743
2021-06-27 14:11:55.505127+00:00,0.3468442573
2021-06-27 14:11:55.524676+00:00,0.3496666973
2021-06-27 14:11:55.544214+00:00,0.3485783809
2021-06-27 14:11:55.563755+00:00,0.3495417039
2021-06-27 14:11:55.583287+00:00,0.3617676663
2021-06-27 14:11:55.602862+00:00,0.3469780177
2021-06-27 14:11:55.622400+00:00,0.3461294665
2021-06-27 14:11:55.641995+00:00,0.3500569754
2021-06-27 14:11:55.661574+00:00,0.3557752875
2021-06-27 14:11:55.681070+00:00,0.3556477842
2021-06-27 14:11:55.700597+00:00,0.3571212578
2021-06-27 14:11:55.720138+00:00,0.3619484416
2021-06-27 14:11:55.739705+00:00,0.3618705907
2021-06-27 14:11:55.759229+00:00,0.3726380818
2021-06-27 14:11:55.779510+00:00,0.3527497186
2021-06-27 14:11:55.798383+00:00,0.3681774023
2021-06-27 14:11:55.817933+00:00,0.3772652192
2021-06-27 14:11:55.837501+00:00,0.3662844698
2021-06-27 14:11:55.857021+00:00,0.3607911096
2021-06-27 14:11:55.876574+00:00,0.3605634158
2021-06-27 14:11:55.896086+00:00,0.3698662753
2021-06-27 14:11:55.915657+00:00,0.3673425796
2021-06-27 14:11:55.935171+00:00,0.3646132757
2021-06-27 14:11:55.954710+00:00,0.3656144428
2021-06-27 14:11:55.974266+00:00,0.3673716042
2021-06-27 14:11:55.994046+00:00,0.3535455179
2021-06-27 14:11:56.013707+00:00,0.3572182784
2021-06-27 14:11:56.033191+00:00,0.3579176324
2021-06-27 14:11:56.052760+00:00,0.3554964456
2021-06-27 14:11:56.072447+00:00,0.3545421983
2021-06-27 14:11:56.092049+00:00,0.3562672677
2021-06-27 14:11:56.112711+00:00,0.3596259112
2021-06-27 14:11:56.132671+00:00,0.356524177
2021-06-27 14:11:56.152397+00:00,0.3567599428
2021-06-27 14:11:56.172274+00:00,0.3611992132
2021-06-27 14:11:56.192132+00:00,0.3812046269
2021-06-27 14:11:56.212051+00:00,0.3622467198
2021-06-27 14:11:56.232289+00:00,0.3640403285
2021-06-27 14:11:56.252107+00:00,0.3579500496
2021-06-27 14:11:56.271921+00:00,0.3604721892
2021-06-27 14:11:56.291832+00:00,0.3589021989
2021-06-27 14:11:56.311666+00:00,0.3601758698
2021-06-27 14:11:56.331573+00:00,0.3576533668
2021-06-27 14:11:56.351422+00:00,0.3561217511
2021-06-27 14:11:56.371278+00:00,0.3567545588
2021-06-27 14:11:56.391150+00:00,0.3536144488
2021-06-27 14:11:56.411135+00:00,0.3622731229
2021-06-27 14:11:56.431064+00:00,0.3597934357
2021-06-27 14:11:56.450987+00:00,0.3596397542
2021-06-27 14:11:56.470872+00:00,0.3642864296
2021-06-27 14:11:56.490831+00:00,0.3575451446
2021-06-27 14:11:56.510767+00:00,0.3552583792
2021-06-27 14:11:56.530749+00:00,0.3572857876
2021-06-27 14:11:56.550685+00:00,0.3579150039
2021-06-27 14:11:56.570648+00:00,0.3622558908
2021-06-27 14:11:56.590510+00:00,0.3503475315
2021-06-27 14:11:56.610492+00:00,0.3698536895
2021-06-27 14:11:56.630386+00:00,0.3627763355
2021-06-27 14:11:56.650267+00:00,0.3620683129
2021-06-27 14:11:56.670113+00:00,0.3620711278
2021-06-27 14:11:56.690038+00:00,0.3536663252
2021-06-27 14:11:56.709799+00:00,0.3553802037
2021-06-27 14:11:56.729691+00:00,0.3545586722
2021-06-27 14:11:56.749742+00:00,0.371794745
2021-06-27 14:11:56.769540+00:00,0.3529932249
2021-06-27 14:11:56.789434+00:00,0.3554179258
2021-06-27 14:11:56.809301+00:00,0.3605940732
2021-06-27 14:11:56.829268+00:00,0.3543308454
2021-06-27 14:11:56.849086+00:00,0.3551575397
2021-06-27 14:11:56.868965+00:00,0.3482264103
2021-06-27 14:11:56.888774+00:00,0.3547759665
2021-06-27 14:11:56.908681+00:00,0.3478937183
2021-06-27 14:11:56.928624+00:00,0.3553034236
2021-06-27 14:11:56.948473+00:00,0.3467305132
2021-06-27 14:11:56.968296+00:00,0.3479832858
2021-06-27 14:11:56.988362+00:00,0.3518040108
2021-06-27 14:11:57.008142+00:00,0.3505108791
2021-06-27 14:11:57.028040+00:00,0.3503095151
2021-06-27 14:11:57.047922+00:00,0.3741634825
2021-06-27 14:11:57.067829+00:00,0.3512828211
2021-06-27 14:11:57.087709+00:00,0.3586425937
2021-06-27 14:11:57.107604+00:00,0.3535490382
2021-06-27 14:11:57.127549+00:00,0.3433243895
2021-06-27 14:11:57.147352+00:00,0.3482771758
2021-06-27 14:11:57.167303+00:00,0.3525508843
2021-06-27 14:11:57.187298+00:00,0.3563845126
2021-06-27 14:11:57.207392+00:00,0.3543560684
2021-06-27 14:11:57.227699+00:00,0.3509025363
2021-06-27 14:11:57.247659+00:00,0.3569140955
2021-06-27 14:11:57.267586+00:00,0.3609523376
2021-06-27 14:11:57.287465+00:00,0.3502864628
2021-06-27 14:11:57.307299+00:00,0.3477204043
2021-06-27 14:11:57.327280+00:00,0.3514271902
2021-06-27 14:11:57.347175+00:00,0.3571485887
2021-06-27 14:11:57.367177+00:00,0.3540700196
2021-06-27 14:11:57.387150+00:00,0.3515541057
2021-06-27 14:11:57.407074+00:00,0.3533332082
2021-06-27 14:11:57.426996+00:00,0.3497143394
2021-06-27 14:11:57.446942+00:00,0.3506563206
2021-06-27 14:11:57.466911+00:00,0.35307295
2021-06-27 14:11:57.486832+00:00,0.3485531896
2021-06-27 14:11:57.506768+00:00,0.3470568939
2021-06-27 14:11:57.526723+00:00,0.3473935469
2021-06-27 14:11:57.546658+00:00,0.3428041155
2021-06-27 14:11:57.566576+00:00,0.3473910644
2021-06-27 14:11:57.586545+00:00,0.3485288682
2021-06-27 14:11:57.606506+00:00,0.3588954271
2021-06-27 14:11:57.626346+00:00,0.3541649983
2021-06-27 14:11:57.646384+00:00,0.3499487843
2021-06-27 14:11:57.666239+00:00,0.3513776606
2021-06-27 14:11:57.686081+00:00,0.3464803712
2021-06-27 14:11:57.705941+00:00,0.3570976847
2021-06-27 14:11:57.725796+00:00,0.354465679
2021-06-27 14:11:57.745675+00:00,0.3480088844
2021-06-27 14:11:57.765568+00:00,0.3476444977
2021-06-27 14:11:57.785459+00:00,0.352582016
2021-06-27 14:11:57.805285+00:00,0.3483673199
2021-06-27 14:11:57.825200+00:00,0.3503522587
2021-06-27 14:11:57.845046+00:00,0.3508289942
2021-06-27 14:11:57.865015+00:00,0.3487393818
2021-06-27 14:11:57.884957+00:00,0.3507340063
2021-06-27 14:11:57.904771+00:00,0.3526044458
2021-06-27 14:11:57.924680+00:00,0.3485782403
2021-06-27 14:11:57.944633+00:00,0.3480122636
2021-06-27 14:11:57.964531+00:00,0.3494894396
2021-06-27 14:11:57.984572+00:00,0.3448246894
2021-06-27 14:11:58.004344+00:00,0.3419946982
2021-06-27 14:11:58.024206+00:00,0.3513104946
2021-06-27 14:11:58.044029+00:00,0.3520218919
2021-06-27 14:11:58.063947+00:00,0.3523037065
2021-06-27 14:11:58.083830+00:00,0.3508273182
2021-06-27 14:11:58.103723+00:00,0.3493074628
2021-06-27 14:11:58.123647+00:00,0.3430004
2021-06-27 14:11:58.143429+00:00,0.369628158
2021-06-27 14:11:58.163373+00:00,0.3537060033
2021-06-27 14:11:58.183238+00:00,0.3487106049
2021-06-27 14:11:58.203173+00:00,0.3562756298
2021-06-27 14:11:58.223096+00:00,0.3515696881
2021-06-27 14:11:58.243228+00:00,0.3514682364
2021-06-27 14:11:58.263182+00:00,0.3505343641
2021-06-27 14:11:58.283122+00:00,0.3679043109
2021-06-27 14:11:58.303050+00:00,0.3500395898
2021-06-27 14:11:58.322927+00:00,0.3540159878
2021-06-27 14:11:58.342930+00:00,0.3488908425
2021-06-27 14:11:58.362891+00:00,0.3583817886
2021-06-27 14:11:58.382816+00:00,0.3497538214
2021-06-27 14:11:58.402739+00:00,0.3498649579
2021-06-27 14:11:58.422674+00:00,0.3501252776
2021-06-27 14:11:58.442593+00:00,0.3503287616
2021-06-27 14:11:58.462534+00:00,0.3490492567
2021-06-27 14:11:58.482490+00:00,0.3530519933
2021-06-27 14:11:58.502439+00:00,0.3496332038
2021-06-27 14:11:58.522368+00:00,0.3438839467
2021-06-27 14:11:58.542303+00:00,0.3466077408
2021-06-27 14:11:58.562180+00:00,0.34505209
2021-06-27 14:11:58.582092+00:00,0.3500408496
2021-06-27 14:11:58.601917+00:00,0.3541656624
2021-06-27 14:11:58.621873+00:00,0.3483306349
2021-06-27 14:11:58.642798+00:00,0.3516878582
2021-06-27 14:11:58.663629+00:00,0.3440607313
2021-06-27 14:11:58.683910+00:00,0.3446624569
2021-06-27 14:11:58.703875+00:00,0.3452495092
2021-06-27 14:11:58.724138+00:00,0.3491084084
2021-06-27 14:11:58.743893+00:00,0.3413675152
2021-06-27 14:11:58.763842+00:00,0.3487747594
2021-06-27 14:11:58.783766+00:00,0.3384277831
2021-06-27 14:11:58.803843+00:00,0.3418476357
2021-06-27 14:11:58.823652+00:00,0.3491121419
2021-06-27 14:11:58.843365+00:00,0.3412147541
2021-06-27 14:11:58.862962+00:00,0.3498154313
2021-06-27 14:11:58.882503+00:00,0.3467516541
2021-06-27 14:11:58.902083+00:00,0.3503881448
2021-06-27 14:11:58.921692+00:00,0.3570626376
2021-06-27 14:11:58.941178+00:00,0.3489867814
2021-06-27 14:11:58.960730+00:00,0.3477670732
2021-06-27 14:11:58.980300+00:00,0.3593643199
2021-06-27 14:11:58.999925+00:00,0.3525674233
2021-06-27 14:11:59.019477+00:00,0.3534689769
2021-06-27 14:11:59.039031+00:00,0.3488122125
2021-06-27 14:11:59.058569+00:00,0.3504703919
2021-06-27 14:11:59.078145+00:00,0.3545413138
2021-06-27 14:11:59.097755+00:00,0.3583171662
2021-06-27 14:11:59.117294+00:00,0.3630949595
2021-06-27 14:11:59.136824+00:00,0.3557711281
2021-06-27 14:11:59.156354+00:00,0.3655983868
2021-06-27 14:11:59.175901+00:00,0.3624076787
2021-06-27 14:11:59.195455+00:00,0.3598886467
2021-06-27 14:11:59.214971+00:00,0.3600900698
2021-06-27 14:11:59.234689+00:00,0.3575117313
2021-06-27 14:11:59.254297+00:00,0.3568501411
2021-06-27 14:11:59.273867+00:00,0.3654085555
2021-06-27 14:11:59.293527+00:00,0.3495426011
2021-06-27 14:11:59.314276+00:00,0.3534456869
2021-06-27 14:11:59.333419+00:00,0.3572882013
2021-06-27 14:11:59.353102+00:00,0.3527532747
2021-06-27 14:11:59.372654+00:00,0.3574745317
2021-06-27 14:11:59.392226+00:00,0.3512281373
2021-06-27 14:11:59.411820+00:00,0.3550441404
2021-06-27 14:11:59.431335+00:00,0.3519793233
2021-06-27 14:11:59.450864+00:00,0.3562501851
2021-06-27 14:11:59.470438+00:00,0.3575445964
2021-06-27 14:11:59.490021+00:00,0.3432134764
2021-06-27 14:11:59.509589+00:00,0.3425578579
2021-06-27 14:11:59.529097+00:00,0.3519027201
2021-06-27 14:11:59.548661+00:00,0.3484411566
2021-06-27 14:11:59.568206+00:00,0.3389373688
2021-06-27 14:11:59.588644+00:00,0.3467750827
2021-06-27 14:11:59.607429+00:00,0.3455492127
2021-06-27 14:11:59.626986+00:00,0.3458530202
2021-06-27 14:11:59.646499+00:00,0.3464464282
2021-06-27 14:11:59.669204+00:00,0.3507563867
2021-06-27 14:11:59.688681+00:00,0.3623789326
2021-06-27 14:11:59.708151+00:00,0.3530219857
2021-06-27 14:11:59.727723+00:00,0.3540084304
2021-06-27 14:11:59.747259+00:00,0.3538283346
2021-06-27 14:11:59.766819+00:00,0.3544046286
2021-06-27 14:11:59.786686+00:00,0.3418219197
2021-06-27 14:11:59.806587+00:00,0.343011257
2021-06-27 14:11:59.826271+00:00,0.3387792597
2021-06-27 14:11:59.845847+00:00,0.3448686811
2021-06-27 14:11:59.865385+00:00,0.3444226212
2021-06-27 14:11:59.885827+00:00,0.3267647686
2021-06-27 14:11:59.905459+00:00,0.3311310768
2021-06-27 14:11:59.924975+00:00,0.3396711033
2021-06-27 14:11:59.944576+00:00,0.3373664797
2021-06-27 14:11:59.964073+00:00,0.3374476025
2021-06-27 14:11:59.983728+00:00,0.3453074103
2021-06-27 14:12:00.003259+00:00,0.3477228845
2021-06-27 14:12:00.022801+00:00,0.3494945711
2021-06-27 14:12:00.042348+00:00,0.3517768219
2021-06-27 14:12:00.062051+00:00,0.3465839898
2021-06-27 14:12:00.081619+00:00,0.3465188359
2021-06-27 14:12:00.101137+00:00,0.3560927177
2021-06-27 14:12:00.120718+00:00,0.3598943106
2021-06-27 14:12:00.140252+00:00,0.3572901762
2021-06-27 14:12:00.159782+00:00,0.351699673
2021-06-27 14:12:00.179481+00:00,0.3576009726
2021-06-27 14:12:00.198986+00:00,0.3542452066
2021-06-27 14:12:00.218580+00:00,0.3510774336
2021-06-27 14:12:00.238314+00:00,0.3503938504
2021-06-27 14:12:00.257906+00:00,0.354362844
2021-06-27 14:12:00.277492+00:00,0.3486685595
2021-06-27 14:12:00.296990+00:00,0.3524551092
2021-06-27 14:12:00.316570+00:00,0.3554757145
2021-06-27 14:12:00.336083+00:00,0.3594624798
2021-06-27 14:12:00.355614+00:00,0.3505965356
2021-06-27 14:12:00.375214+00:00,0.3582232885
2021-06-27 14:12:00.394792+00:00,0.3474849355
2021-06-27 14:12:00.414325+00:00,0.3590760382
2021-06-27 14:12:00.433884+00:00,0.3540751124
2021-06-27 14:12:00.453447+00:00,0.3613916623
2021-06-27 14:12:00.472984+00:00,0.3566981037
2021-06-27 14:12:00.492578+00:00,0.3585717323
2021-06-27 14:12:00.512069+00:00,0.357354902
2021-06-27 14:12:00.531622+00:00,0.3558533153
2021-06-27 14:12:00.551156+00:00,0.3559899673
2021-06-27 14:12:00.570729+00:00,0.3517757075
2021-06-27 14:12:00.590254+00:00,0.3461249364
2021-06-27 14:12:00.609827+00:00,0.3516997845
2021-06-27 14:12:00.629356+00:00,0.3536365083
2021-06-27 14:12:00.649032+00:00,0.3434531578
2021-06-27 14:12:00.668570+00:00,0.3500140557
2021-06-27 14:12:00.688099+00:00,0.3484878133
2021-06-27 14:12:00.707657+00:00,0.3462458421
2021-06-27 14:12:00.727180+00:00,0.3394229191
2021-06-27 14:12:00.746715+00:00,0.3493007295
2021-06-27 14:12:00.766231+00:00,0.355587295
2021-06-27 14:12:00.785827+00:00,0.3494779987
2021-06-27 14:12:00.805351+00:00,0.3376179462
2021-06-27 14:12:00.824891+00:00,0.3380659693
2021-06-27 14:12:00.844451+00:00,0.3439413084
2021-06-27 14:12:00.864000+00:00,0.3355330964
2021-06-27 14:12:00.883526+00:00,0.3344546672
2021-06-27 14:12:00.903156+00:00,0.3432625852
2021-06-27 14:12:00.922685+00:00,0.3436864559
2021-06-27 14:12:00.942234+00:00,0.3433226482
2021-06-27 14:12:00.961810+00:00,0.3389455803
2021-06-27 14:12:00.981433+00:00,0.3401991358
2021-06-27 14:12:01.001073+00:00,0.3507495414
2021-06-27 14:12:01.020608+00:00,0.3355090288
2021-06-27 14:12:01.040160+00:00,0.3466441276
2021-06-27 14:12:01.059706+00:00,0.3419535752
2021-06-27 14:12:01.079245+00:00,0.3493653646
2021-06-27 14:12:01.098878+00:00,0.3427177696
2021-06-27 14:12:01.118438+00:00,0.3413525866
2021-06-27 14:12:01.138014+00:00,0.3386129153
2021-06-27 14:12:01.157607+00:00,0.3511180742
2021-06-27 14:12:01.177109+00:00,0.3495250778
2021-06-27 14:12:01.196651+00:00,0.3588292039
2021-06-27 14:12:01.216185+00:00,0.3466619945
2021-06-27 14:12:01.235918+00:00,0.366626562
2021-06-27 14:12:01.255476+00:00,0.3618996209
2021-06-27 14:12:01.275003+00:00,0.3655391957
2021-06-27 14:12:01.294565+00:00,0.3644540437
2021-06-27 14:12:01.314140+00:00,0.3662719749
2021-06-27 14:12:01.333741+00:00,0.3563220308
2021-06-27 14:12:01.353279+00:00,0.3609785911
2021-06-27 14:12:01.372815+00:00,0.3581893365
2021-06-27 14:12:01.392344+00:00,0.3676126761
2021-06-27 14:12:01.411881+00:00,0.3597910116
2021-06-27 14:12:01.431443+00:00,0.3666237019
2021-06-27 14:12:01.450990+00:00,0.3700439682
2021-06-27 14:12:01.470507+00:00,0.3615632205
2021-06-27 14:12:01.490089+00:00,0.3598693396
2021-06-27 14:12:01.509662+00:00,0.3617050036
2021-06-27 14:12:01.529183+00:00,0.3578627301
2021-06-27 14:12:01.548934+00:00,0.3575020822
2021-06-27 14:12:01.568449+00:00,0.3567217033
2021-06-27 14:12:01.588014+00:00,0.353617137
2021-06-27 14:12:01.607558+00:00,0.346329837
2021-06-27 14:12:01.627086+00:00,0.3485738544
2021-06-27 14:12:01.646637+00:00,0.3410246836
2021-06-27 14:12:01.666201+00:00,0.3533106859
2021-06-27 14:12:01.685872+00:00,0.3387371099
2021-06-27 14:12:01.705310+00:00,0.3478903379
2021-06-27 14:12:01.724883+00:00,0.3468770312
2021-06-27 14:12:01.744412+00:00,0.3461910704
2021-06-27 14:12:01.763978+00:00,0.3455987836
2021-06-27 14:12:01.783507+00:00,0.345474219
2021-06-27 14:12:01.803065+00:00,0.3500352502
2021-06-27 14:12:01.822831+00:00,0.3356086471
2021-06-27 14:12:01.842404+00:00,0.338105942
2021-06-27 14:12:01.861971+00:00,0.3354971988
2021-06-27 14:12:01.881538+00:00,0.3381601106
2021-06-27 14:12:01.901047+00:00,0.3400211793
2021-06-27 14:12:01.921084+00:00,0.3467071098
2021-06-27 14:12:01.940680+00:00,0.3510794434
2021-06-27 14:12:01.960414+00:00,0.3404158369
2021-06-27 14:12:01.980149+00:00,0.3467818652
2021-06-27 14:12:01.999773+00:00,0.3455593373
2021-06-27 14:12:02.019292+00:00,0.3478239635
2021-06-27 14:12:02.038896+00:00,0.3449563068
2021-06-27 14:12:02.058432+00:00,0.3475876626
2021-06-27 14:12:02.078018+00:00,0.3435847016
2021-06-27 14:12:02.097602+00:00,0.3430295416
2021-06-27 14:12:02.117157+00:00,0.3419591636
2021-06-27 14:12:02.136700+00:00,0.3529797875
2021-06-27 14:12:02.156225+00:00,0.3569901724
2021-06-27 14:12:02.175774+00:00,0.3540735624
2021-06-27 14:12:02.195319+00:00,0.3561415915
2021-06-27 14:12:02.215113+00:00,0.3643748723
2021-06-27 14:12:02.234780+00:00,0.366091889
2021-06-27 14:12:02.254356+00:00,0.3685466695
2021-06-27 14:12:02.274525+00:00,0.3517229671
2021-06-27 14:12:02.294221+00:00,0.3386049273
2021-06-27 14:12:02.314284+00:00,0.357309458
2021-06-27 14:12:02.333957+00:00,0.3559213863
2021-06-27 14:12:02.353501+00:00,0.3588305149
2021-06-27 14:12:02.373327+00:00,0.3565290148
2021-06-27 14:12:02.393196+00:00,0.3492437149
2021-06-27 14:12:02.412864+00:00,0.3537089125
2021-06-27 14:12:02.432385+00:00,0.3586960106
2021-06-27 14:12:02.451943+00:00,0.3566066303
2021-06-27 14:12:02.471487+00:00,0.3680512932
2021-06-27 14:12:02.491032+00:00,0.3532533199
2021-06-27 14:12:02.510575+00:00,0.357925737
2021-06-27 14:12:02.530323+00:00,0.3456804692
2021-06-27 14:12:02.549876+00:00,0.3526924836
2021-06-27 14:12:02.569443+00:00,0.3510271568
2021-06-27 14:12:02.588987+00:00,0.3507519163
2021-06-27 14:12:02.608559+00:00,0.3480449276
2021-06-27 14:12:02.628090+00:00,0.3422844536
2021-06-27 14:12:02.647640+00:00,0.3407538455
2021-06-27 14:12:02.667226+00:00,0.3433275579
2021-06-27 14:12:02.686754+00:00,0.3441760125
2021-06-27 14:12:02.706310+00:00,0.3452501904
2021-06-27 14:12:02.725885+00:00,0.3488038681
2021-06-27 14:12:02.745401+00:00,0.3479013803
2021-06-27 14:12:02.764956+00:00,0.351532027
2021-06-27 14:12:02.784536+00:00,0.3422010695
2021-06-27 14:12:02.804056+00:00,0.3351139734
2021-06-27 14:12:02.823586+00:00,0.3353804538
2021-06-27 14:12:02.843121+00:00,0.3377499637
